Date,AAPL,ABBV,ACN,ADBE,ADI,ADSK,AEP,AMD,AMGN,AMP,AMZN,AON,AOS,AVGO,AXP,BAC,BIIB,BKNG,BLK,BMY,BRK-B,BRK.B,C,CAT,CB,CDNS,CHD,CI,CL,COP,COST,CRM,CSCO,CVX,D,DE,DG,DHR,DLTR,DUK,ED,EIX,ELV,EMR,EOG,ETN,EXC,FANG,FAST,FTNT,GE,GILD,GOOGL,GS,HAL,HCA,HD,HON,IBM,ICE,IDXX,INTC,INTU,ISRG,ITW,JNJ,JPM,KHC,KMI,KO,KR,LIN,LLY,LMT,LOW,MA,MCD,MDT,META,MMC,MNST,MPC,MRK,MS,MSFT,MU,NEE,NFLX,NOW,NVDA,OKE,ORCL,PANW,PCAR,PEG,PEP,PFE,PG,PH,PM,PSX,QCOM,REGN,ROK,ROP,ROST,RTX,SBUX,SCHW,SLB,SNPS,SO,SPGI,SYY,TFC,TGT,TMO,TSLA,TXN,UNH,UNP,V,VRTX,WEC,WMB,WMT,XEL,XOM,XYL,ZBH,ZM
2023-10-03,170.78,137.42,298.2,517.52,168.58,207.89,66.26,101.8,250.05,314.87,128.06,317.82,63.76,80.79,144.95,25.32,251.95,3016.75,612.13,52.47,347.39,,37.7,262.36,202.06,233.63,89.74,277.46,67.68,111.15,552.81,200.99,51.16,153.82,38.22,363.12,99.06,210.63,104.52,79.27,76.37,55.6,427.62,92.13,114.96,205.83,33.81,138.41,25.73,58.03,85.54,68.73,133.14,302.29,37.82,242.52,285.25,175.18,132.66,106.69,427.57,34.69,504.96,291.54,220.17,146.31,136.62,30.2,14.6,52.34,42.11,360.68,529.54,388.62,196.93,389.94,246.8,73.52,302.6,183.06,52.4,142.97,96.99,74.75,316.59,66.53,49.38,377.11,552.0,44.78,56.29,103.9,117.34,77.66,51.32,159.21,29.86,138.09,376.16,84.11,111.14,106.76,809.76,273.77,474.32,112.29,68.56,86.63,51.58,54.97,460.9,58.5,359.27,61.29,24.95,100.06,490.31,248.61,149.94,497.99,194.21,227.47,345.28,71.59,30.47,52.14,51.11,108.64,89.44,108.98,69.58
2023-10-04,169.62,136.25,301.78,511.93,167.42,204.28,67.99,100.65,248.21,309.4,126.06,316.77,63.68,80.14,142.41,24.74,252.13,2977.0,603.78,51.96,342.92,,37.22,258.77,200.88,230.93,89.32,275.75,67.4,109.78,551.25,199.14,50.97,152.69,38.93,363.09,101.38,214.16,104.51,79.98,78.6,56.43,422.8,91.65,113.75,204.02,34.59,138.22,25.55,57.97,85.27,68.81,132.0,292.3,37.78,242.03,280.9,174.76,132.19,105.75,428.46,35.92,506.98,289.62,221.46,147.15,136.61,30.45,14.5,52.09,42.78,366.09,519.23,382.2,192.54,387.47,244.99,73.18,297.1,183.77,50.89,139.58,96.36,73.36,309.88,67.66,50.93,376.5,544.58,43.72,56.07,102.47,116.68,77.53,52.68,158.83,29.95,138.49,374.49,83.54,106.58,106.75,806.93,275.53,475.95,109.99,67.33,86.05,49.96,55.2,452.56,60.38,353.08,61.07,24.88,102.15,498.57,248.14,149.51,494.29,195.71,226.5,346.72,73.56,30.61,52.12,52.5,107.33,88.17,108.9,68.68
2023-10-05,172.3,137.51,299.9,519.84,169.0,206.23,68.18,103.41,252.08,309.87,126.71,322.28,64.3,80.12,142.68,24.64,258.0,3000.96,608.21,51.52,343.7,,37.15,255.29,204.65,234.5,89.76,276.68,66.99,107.11,553.85,200.25,50.72,149.64,38.29,366.34,102.15,213.82,104.43,80.09,78.94,56.25,425.8,91.21,110.02,203.89,34.92,132.5,25.94,58.11,85.58,70.1,134.26,294.71,36.51,240.54,279.59,175.46,132.69,106.42,432.17,35.38,510.5,291.85,222.52,147.81,136.51,30.49,14.45,51.94,43.1,370.13,527.11,382.49,191.12,386.44,245.63,72.67,302.97,186.24,52.29,135.3,97.1,73.72,314.87,67.96,47.24,378.01,544.83,44.03,55.76,104.44,118.22,79.53,52.92,159.13,29.52,138.58,381.51,84.83,102.45,105.69,812.74,278.09,483.13,110.48,67.27,87.25,49.81,53.09,462.11,60.5,356.26,61.48,24.38,99.76,494.77,260.0,150.27,496.36,194.43,227.42,353.38,74.12,30.32,52.38,53.19,103.33,89.25,108.37,65.95
2023-10-06,172.31,136.17,299.39,513.22,165.6,202.08,65.78,102.16,249.21,312.62,124.16,322.7,63.99,80.05,143.79,24.63,259.5,2959.96,609.53,51.71,344.1,,37.21,253.03,206.24,232.88,88.29,277.28,65.93,108.89,547.96,198.74,50.33,152.32,37.11,364.12,101.23,212.7,106.03,78.65,78.36,55.05,433.15,90.33,110.93,199.28,34.63,136.58,25.75,57.62,85.57,69.9,133.21,295.43,36.63,241.19,278.41,173.84,133.16,107.04,425.66,35.28,506.54,286.47,222.78,148.58,137.35,29.47,14.67,49.38,42.37,361.31,537.45,377.18,190.31,389.25,239.88,71.93,299.8,186.83,49.6,137.65,98.4,73.95,312.36,68.17,46.52,368.43,542.89,44.17,57.31,105.37,117.68,79.25,52.67,149.71,29.58,136.6,375.42,84.23,104.08,106.82,827.11,275.57,483.19,108.95,66.35,88.07,49.25,53.13,455.52,59.61,354.81,60.48,24.57,98.71,493.21,253.98,146.29,501.05,192.18,230.14,354.61,73.42,30.86,51.8,52.87,99.5,87.85,107.1,63.68
2023-10-09,175.29,137.83,300.88,522.0,167.67,208.1,67.64,106.01,256.68,314.91,126.22,322.22,64.51,82.11,144.66,24.62,262.98,2983.6,615.75,51.57,344.24,,37.68,257.36,205.48,241.15,84.22,278.5,66.12,113.25,537.23,203.11,50.67,154.24,38.03,368.99,99.23,215.39,104.86,80.83,81.21,56.89,437.38,91.93,115.58,205.42,35.58,143.99,26.32,59.72,87.67,70.2,136.12,296.19,38.4,242.67,277.97,178.46,134.0,108.15,444.03,35.11,522.13,293.13,224.6,148.67,138.07,29.44,15.02,50.25,41.77,362.43,557.22,408.97,189.94,390.47,237.69,71.98,310.79,187.7,49.86,140.22,98.19,74.77,320.45,69.07,47.12,378.05,554.89,44.82,59.3,108.13,123.04,80.41,54.11,150.86,29.17,136.37,383.02,84.89,104.6,106.29,832.68,279.25,487.44,110.17,69.85,88.5,49.57,54.75,468.0,61.03,357.09,59.72,24.54,99.17,492.4,255.31,147.77,505.61,193.75,229.77,361.22,75.6,31.81,50.63,53.79,103.93,88.39,108.6,63.97
2023-10-10,176.57,138.87,304.32,530.91,168.45,211.15,68.72,107.49,256.54,320.5,128.82,324.31,67.81,83.74,146.53,25.43,264.48,2981.71,617.78,52.13,347.0,,38.58,263.75,206.64,248.27,85.6,280.48,66.49,115.43,541.99,205.84,51.25,154.6,38.74,376.66,98.86,215.69,106.03,82.3,82.13,57.73,444.35,92.86,118.18,208.47,36.06,144.59,26.59,59.6,87.83,70.46,137.67,301.53,39.58,245.54,284.09,181.09,134.29,109.58,446.93,35.55,526.48,295.13,226.43,149.81,139.76,29.99,15.22,51.36,43.21,368.27,563.13,421.18,193.44,391.53,241.53,71.24,317.38,188.46,50.16,140.32,98.96,75.38,326.58,68.95,47.11,385.58,556.06,45.29,60.45,107.6,127.16,80.68,55.2,154.87,29.19,136.96,388.9,86.26,104.41,107.42,827.21,281.91,494.41,111.11,70.53,88.99,50.83,55.75,483.11,61.97,361.06,60.73,26.75,100.31,492.98,257.75,148.62,510.8,197.18,231.85,354.46,76.5,31.89,51.01,54.03,104.48,89.55,108.98,66.0
2023-10-11,176.67,138.62,304.57,538.59,171.09,214.1,69.85,109.14,260.3,321.25,129.74,322.29,67.15,83.99,148.42,25.97,265.6,3044.4,619.72,51.92,349.38,,39.05,264.6,205.35,250.32,86.36,282.38,66.51,113.76,546.76,205.43,51.22,153.03,39.25,381.62,102.1,215.75,108.54,83.37,83.17,58.67,440.56,93.24,116.78,209.29,36.85,144.25,26.2,59.43,88.45,71.58,137.75,302.45,39.22,248.16,287.01,179.71,134.2,109.81,451.59,36.02,535.87,298.66,226.18,149.88,140.81,29.81,15.18,51.45,43.11,372.17,589.02,414.69,195.87,399.17,242.36,72.01,321.25,188.29,50.7,142.29,98.66,75.06,326.83,69.18,49.36,372.78,560.0,46.17,61.31,107.31,128.5,79.92,55.96,155.58,29.33,138.06,390.04,87.18,104.94,108.18,836.56,282.99,493.86,110.9,70.41,89.3,50.55,55.47,490.28,62.72,366.91,61.7,26.73,103.77,494.6,266.2,148.24,505.38,199.31,234.46,361.46,77.29,31.81,51.67,54.86,100.66,90.23,109.34,67.43
2023-10-12,178.53,139.07,304.05,553.7,170.62,213.83,69.75,108.4,268.93,322.55,132.17,323.94,68.83,85.62,149.47,25.78,266.92,3029.16,617.41,52.06,348.21,,38.82,264.86,206.77,254.36,85.91,286.08,65.78,115.27,549.86,206.02,51.31,151.35,39.08,380.08,100.21,214.77,107.27,83.49,82.85,59.58,442.93,94.31,119.96,211.44,37.26,148.49,27.59,58.85,89.63,72.17,140.21,301.22,40.39,241.22,285.05,180.48,134.2,109.67,447.27,36.19,539.28,281.93,226.68,147.48,140.61,29.67,15.37,51.01,42.48,372.53,598.17,417.87,195.4,399.71,241.5,69.64,326.21,187.86,49.59,143.92,98.2,74.09,326.2,69.84,50.33,366.48,560.76,46.75,62.2,107.74,130.07,79.83,57.16,153.31,29.22,135.83,399.75,86.38,106.35,107.89,833.9,291.34,496.99,112.04,70.48,87.92,50.71,56.86,497.81,62.84,367.81,61.15,26.83,106.47,489.25,262.92,149.87,508.83,201.97,233.63,366.37,77.36,32.41,51.76,54.94,101.25,90.88,103.75,64.93
2023-10-13,179.86,139.84,294.8,560.0,168.77,212.83,68.99,108.65,272.45,320.09,132.98,321.75,68.11,88.8,149.88,26.22,261.18,3004.72,602.95,51.82,346.0,,40.28,261.66,205.52,252.98,84.6,290.83,66.76,118.1,545.79,203.33,51.18,151.49,38.19,373.44,106.86,207.98,108.01,82.94,82.94,60.15,447.27,93.24,122.45,210.45,37.51,153.17,28.53,56.61,87.9,72.46,138.55,299.16,40.8,232.54,280.49,178.06,131.62,108.51,429.86,36.14,537.62,266.83,224.76,148.25,142.72,28.34,15.54,50.04,42.61,371.54,610.45,418.33,189.36,394.77,236.83,67.8,321.76,186.77,47.71,144.0,98.29,73.46,327.98,69.32,50.76,355.64,558.76,46.93,63.29,106.99,131.18,78.56,57.64,149.56,29.07,136.21,400.26,84.35,105.92,107.64,842.76,289.08,497.09,111.08,70.98,87.38,50.69,56.78,496.45,62.3,361.56,59.7,26.64,104.8,477.11,258.9,147.29,517.35,200.9,233.32,368.57,76.96,32.6,51.99,54.95,101.67,89.31,100.78,63.42
2023-10-16,175.23,139.16,296.47,553.18,166.59,211.02,69.81,105.42,269.42,321.38,130.69,324.35,68.83,87.04,149.34,25.96,262.04,2936.47,605.2,52.2,348.0,,39.34,263.24,207.76,251.94,86.56,297.71,68.43,119.55,551.45,204.05,51.36,153.28,38.43,375.35,106.99,207.83,108.87,83.0,80.09,60.85,425.24,93.03,126.12,206.2,37.5,155.18,28.37,58.56,86.78,72.98,137.35,300.29,41.16,235.52,281.92,178.79,131.16,108.78,433.82,35.55,534.08,276.0,224.34,149.28,143.63,28.99,15.63,50.31,42.75,370.35,603.63,419.18,189.73,396.19,239.13,68.64,316.9,187.09,48.01,143.99,98.85,74.01,326.67,68.47,51.67,356.21,549.66,45.04,63.74,106.76,129.88,78.26,57.75,151.8,28.97,138.75,390.13,85.96,105.02,105.1,840.49,282.69,495.34,110.9,70.7,88.23,49.32,56.79,490.5,62.98,361.44,60.65,26.29,106.07,480.31,250.05,145.43,526.98,201.21,235.89,372.12,77.49,32.89,52.41,55.58,103.99,89.0,103.49,63.06
2023-10-17,175.14,138.32,295.26,545.41,164.41,209.32,70.53,103.54,270.08,323.19,130.39,322.59,69.34,86.47,148.55,25.85,268.11,2936.62,605.96,52.54,346.18,,38.12,259.81,210.22,248.58,86.98,304.51,68.85,119.19,553.62,204.7,51.09,152.81,38.31,379.2,109.28,205.25,112.25,82.79,83.15,60.37,451.67,93.01,124.96,205.77,37.25,154.57,28.12,58.42,85.88,74.34,137.8,300.48,40.59,234.75,284.09,178.53,129.13,109.19,425.11,35.33,530.25,272.41,223.18,147.54,141.83,28.9,15.69,50.59,42.5,369.51,611.54,416.45,189.81,395.59,239.96,68.03,316.44,186.44,48.63,145.04,98.66,73.26,325.23,67.54,50.81,361.1,549.66,43.98,64.29,105.42,130.43,77.99,57.22,150.86,29.12,138.99,386.63,85.65,105.18,104.83,840.68,280.6,494.39,113.95,70.81,88.79,51.89,56.66,486.98,63.01,359.8,61.41,26.02,104.77,476.48,250.1,144.92,523.84,201.87,236.52,373.25,77.43,33.19,52.48,55.62,103.27,89.27,102.79,62.68
2023-10-18,174.07,140.14,299.11,554.48,165.59,211.35,70.53,103.38,268.29,325.09,129.9,323.96,68.59,85.97,150.07,26.32,266.68,2908.91,609.51,52.77,344.72,,38.39,259.74,211.92,248.82,87.89,304.09,69.22,120.15,555.54,207.07,51.09,156.18,38.26,378.67,112.63,208.18,114.86,82.97,83.56,60.93,469.09,92.09,126.71,202.12,37.41,156.81,28.2,57.88,86.1,75.54,138.62,294.36,41.63,239.9,280.55,178.81,131.84,109.21,433.75,34.94,529.59,275.0,223.97,147.0,140.88,28.96,15.76,51.34,42.85,370.98,599.92,422.89,188.74,395.07,242.61,70.17,319.64,186.18,49.73,145.91,98.76,71.8,328.09,67.48,51.28,351.0,562.8,42.57,63.75,106.22,130.05,77.84,57.28,151.82,28.71,142.74,389.38,86.23,107.55,107.0,830.96,275.03,494.18,115.69,71.06,89.93,52.14,57.7,490.53,63.0,359.32,61.75,26.84,105.48,478.45,252.7,145.01,526.84,202.1,236.84,372.43,78.02,33.38,52.85,55.94,105.23,90.41,104.97,63.32
2023-10-19,174.53,139.47,297.36,560.0,167.75,210.33,69.96,103.81,267.14,315.42,130.57,322.34,66.27,86.66,147.42,26.04,263.45,2801.42,600.53,52.07,340.31,,37.75,249.49,210.83,248.6,88.75,301.88,69.98,119.65,555.33,204.66,51.06,156.39,37.09,372.12,111.43,206.72,113.74,81.99,82.88,60.24,456.83,90.74,126.39,197.43,37.14,156.56,27.85,57.63,85.03,74.23,137.67,289.53,40.99,239.97,278.64,176.44,130.56,107.03,427.93,35.37,524.84,277.1,215.93,143.46,139.82,29.14,15.69,51.39,42.48,362.48,597.71,423.22,186.03,389.86,245.88,69.11,318.13,186.82,50.07,148.33,96.44,70.33,327.76,69.14,50.53,404.74,558.44,42.79,62.95,106.45,131.75,77.24,56.64,152.65,27.69,143.21,370.86,84.52,109.39,108.28,821.31,267.93,486.89,115.54,71.03,90.34,50.77,57.39,488.51,62.54,355.91,62.24,26.55,103.86,469.82,225.95,144.94,520.81,210.21,234.38,367.55,77.44,33.14,52.7,55.67,106.08,90.1,104.33,63.43
2023-10-20,173.81,136.4,294.87,555.74,163.96,206.25,69.38,102.28,265.73,309.08,128.05,316.42,64.99,85.47,141.82,25.61,258.01,2745.0,598.23,51.7,338.15,,37.48,244.36,205.21,245.13,88.12,301.06,70.38,120.13,548.4,205.56,50.71,156.13,37.18,370.9,111.27,205.55,113.22,81.61,82.47,58.92,452.3,89.83,127.34,194.76,37.05,156.1,27.54,57.91,84.26,73.92,136.51,286.21,41.22,242.6,273.72,175.94,130.1,107.71,425.68,35.06,514.74,260.05,216.33,144.47,138.94,28.92,15.48,51.74,42.89,362.05,582.89,430.58,182.8,383.94,248.48,68.94,312.43,186.13,50.4,147.13,94.86,68.69,327.33,67.03,49.26,405.63,556.6,41.87,63.25,104.84,126.5,76.03,56.47,152.15,27.41,142.68,367.98,83.83,108.64,107.44,806.06,262.76,485.11,114.13,71.14,90.58,50.19,56.61,482.37,62.15,352.6,62.82,25.54,102.01,467.04,217.01,143.59,515.16,204.36,231.09,365.72,77.22,32.98,52.51,55.43,106.27,90.5,102.48,62.42
2023-10-23,169.44,137.22,287.68,535.81,160.59,201.62,67.77,100.81,265.28,303.13,124.63,310.46,64.56,83.82,138.69,24.97,256.34,2719.28,586.89,51.8,334.07,,37.11,240.79,202.61,239.08,88.85,297.15,70.21,117.15,536.39,198.16,50.17,151.39,36.11,363.9,110.61,203.23,110.46,80.39,81.22,57.37,441.91,88.54,123.52,189.78,36.07,152.13,27.13,56.01,84.09,72.94,134.23,286.01,40.43,237.5,273.68,174.92,128.67,105.26,428.15,34.03,499.62,268.5,216.59,144.59,137.38,28.72,15.35,51.6,42.29,357.16,579.0,423.74,183.01,378.44,246.22,69.15,307.81,182.96,49.75,145.29,97.55,68.32,321.17,66.3,48.62,403.32,537.0,41.21,61.52,99.99,120.61,75.16,55.22,150.48,27.15,141.54,365.75,85.3,106.72,103.99,807.95,258.39,477.31,113.54,69.69,89.92,49.41,55.82,466.0,61.11,343.2,61.98,24.61,101.86,459.32,210.0,139.67,511.31,202.24,228.35,363.25,75.19,32.21,51.82,54.34,104.11,89.38,102.94,61.1
2023-10-24,171.57,136.28,288.92,544.64,159.69,201.82,68.89,100.97,257.67,306.53,127.74,311.24,64.9,84.41,142.95,24.6,253.42,2801.43,592.49,51.61,338.18,,36.5,243.33,203.32,234.69,89.23,293.94,69.35,115.73,534.42,201.96,49.64,149.15,36.63,366.31,112.34,192.31,108.81,81.24,82.08,57.7,440.88,87.86,123.22,192.91,36.26,153.22,27.16,56.28,87.7,72.84,137.01,287.65,39.39,215.65,274.56,174.9,128.77,105.72,427.82,33.09,501.09,271.93,216.6,142.59,135.69,28.67,15.46,52.81,41.89,358.65,573.01,428.44,181.91,381.6,244.37,68.94,315.05,182.75,49.23,144.26,98.02,67.4,326.92,66.76,51.63,409.68,545.71,43.05,61.41,101.86,124.33,76.46,56.44,151.24,27.25,141.79,365.2,83.58,106.93,105.31,793.81,261.0,476.3,112.33,75.61,90.25,48.46,56.35,466.48,62.03,345.52,62.32,24.65,101.46,449.55,216.5,139.25,507.27,200.47,229.86,365.93,76.22,32.51,52.69,54.84,103.24,88.64,103.36,61.49
2023-10-25,170.41,137.18,286.24,533.56,157.16,203.15,69.61,100.42,260.51,304.13,126.04,317.52,63.61,85.68,141.22,24.26,249.89,2787.28,583.83,51.5,338.59,,36.29,242.96,210.69,237.04,89.56,295.92,70.04,113.79,530.98,201.43,50.45,145.49,36.73,362.95,112.01,191.21,107.52,81.73,82.39,58.33,441.8,87.7,121.43,197.23,36.26,151.37,27.0,57.08,90.29,73.14,127.4,286.31,38.78,226.74,269.78,174.78,129.48,104.41,425.62,33.62,495.06,280.13,212.94,143.05,135.1,29.0,15.32,52.91,41.96,359.93,589.75,423.87,179.39,380.11,247.67,68.26,308.31,184.5,49.93,143.72,98.04,66.93,340.46,67.95,52.74,416.02,549.37,43.37,61.04,100.63,126.0,79.01,56.86,152.79,26.88,143.24,364.13,83.59,105.61,104.83,799.1,256.63,479.93,113.49,76.19,90.29,48.23,54.38,467.61,62.08,341.94,62.39,25.2,102.18,420.78,215.88,134.11,511.54,196.05,229.23,369.21,76.2,32.06,53.27,55.45,102.13,87.04,103.11,61.4
2023-10-26,168.91,136.0,286.52,530.0,156.05,201.0,70.46,95.99,257.11,300.35,120.63,316.94,64.42,82.83,140.52,24.36,248.41,2760.55,582.81,49.6,337.07,,36.1,238.74,212.53,231.17,90.38,292.95,70.49,113.03,532.05,195.71,49.27,143.7,37.05,361.74,114.48,189.14,108.14,82.49,83.4,58.33,435.77,86.18,119.98,191.61,36.57,150.66,27.02,56.0,88.27,73.7,122.54,284.74,38.22,220.59,268.61,172.02,133.91,103.77,410.0,32.35,477.85,264.24,217.89,143.74,134.32,29.56,15.18,53.49,42.62,362.92,573.01,427.37,180.74,367.26,247.9,67.79,293.39,184.74,50.1,141.22,97.81,67.14,336.04,65.93,53.84,411.42,560.0,41.83,60.1,99.64,122.39,78.58,57.47,153.39,27.01,144.59,362.13,83.06,103.47,100.92,792.39,256.5,478.11,113.58,74.89,89.8,47.94,53.54,458.42,62.56,343.05,62.87,25.4,103.84,428.86,211.32,134.82,510.02,196.52,231.52,362.03,77.27,31.76,53.12,56.01,101.12,86.12,101.95,60.45
2023-10-27,165.48,130.29,284.68,517.5,156.64,196.25,70.44,95.8,254.7,308.43,126.2,305.83,67.54,81.09,140.99,24.92,240.0,2713.04,582.7,47.85,336.12,,36.88,236.33,207.13,232.71,89.97,294.07,70.5,112.05,530.06,195.59,49.05,139.73,37.33,359.79,115.63,190.64,108.76,82.87,83.46,58.28,436.89,85.56,119.77,191.9,36.43,149.7,26.98,55.79,86.27,73.59,122.15,285.3,38.07,220.4,267.13,169.2,135.25,104.97,398.05,34.09,474.53,263.82,215.31,140.45,133.54,29.14,15.17,52.71,42.92,359.95,556.23,422.99,178.72,362.78,246.16,67.63,292.87,181.79,49.97,142.36,99.91,67.55,326.06,64.41,54.4,406.42,556.46,41.11,60.93,98.97,119.33,77.47,57.64,152.76,27.41,142.61,362.07,82.54,104.68,102.99,790.22,255.78,473.93,112.13,75.4,88.68,49.74,53.53,457.63,62.72,343.8,62.21,25.82,104.15,437.26,210.6,137.39,510.3,194.81,228.17,360.61,77.46,32.05,52.72,55.41,102.48,86.89,102.42,59.96
2023-10-30,167.57,132.07,284.5,516.11,152.9,196.08,70.09,96.14,250.96,305.96,129.72,304.04,66.94,82.17,139.88,24.2,235.32,2733.56,578.64,47.55,332.96,,36.15,234.28,206.04,232.99,88.94,294.78,69.98,112.12,528.26,197.27,48.77,135.03,36.84,356.12,114.6,187.26,108.38,81.92,82.55,57.46,432.21,85.56,118.28,193.08,36.0,148.1,27.39,56.51,84.91,72.21,122.48,281.37,38.2,223.34,265.68,171.02,134.84,103.08,394.1,34.89,478.53,260.08,215.26,138.18,131.13,29.0,14.92,52.6,42.68,367.99,564.33,423.95,178.66,362.81,249.57,66.43,297.46,180.78,50.41,141.54,97.98,66.61,329.0,65.84,53.49,402.35,559.6,41.07,60.3,99.11,120.39,77.15,57.18,152.08,26.68,141.58,363.24,81.6,105.69,102.81,777.38,256.56,474.09,111.52,75.92,89.14,49.43,53.84,460.27,62.78,340.15,61.64,25.4,101.55,429.91,209.28,134.81,509.34,195.46,229.17,357.15,76.8,31.82,52.71,55.2,99.51,87.17,102.19,59.57
2023-10-31,167.9,133.4,285.81,530.64,151.81,198.29,70.63,96.24,242.33,308.49,132.75,307.58,67.76,82.44,140.48,24.6,236.69,2763.73,584.5,47.23,337.95,,36.61,221.36,210.75,235.15,89.33,297.91,71.38,112.24,534.48,198.68,49.15,135.44,36.76,352.97,115.42,188.42,109.92,82.39,82.76,57.79,438.89,85.46,117.33,194.98,35.97,146.89,27.51,56.49,86.48,72.84,124.31,289.26,37.77,220.93,270.58,172.91,134.66,104.0,397.99,35.07,483.81,260.39,214.48,139.55,132.35,29.01,14.9,53.68,43.27,370.08,562.12,426.69,182.21,369.54,252.79,66.51,301.66,184.18,50.77,143.0,97.49,67.29,334.37,65.56,54.58,409.24,570.87,40.43,60.05,99.96,121.25,76.64,58.04,153.64,26.73,143.07,359.21,82.49,107.77,104.34,773.0,254.39,481.91,112.77,75.71,89.19,49.58,53.64,464.32,62.92,340.83,63.11,25.71,102.6,434.19,196.12,134.75,519.04,198.49,230.53,355.92,78.47,31.95,53.22,55.42,99.36,93.36,102.42,60.22
2023-11-01,169.53,133.19,290.77,535.0,152.74,198.12,70.61,98.58,242.69,308.35,133.96,308.04,68.27,82.26,143.58,25.27,238.56,2767.91,589.82,47.67,341.21,,37.08,218.89,211.56,240.8,89.57,298.45,72.27,113.74,537.23,199.17,49.43,135.33,36.91,355.78,114.6,190.22,111.2,83.19,82.89,58.35,437.45,86.31,118.69,204.49,36.43,149.65,27.65,57.43,85.53,74.16,123.33,290.84,38.01,221.81,273.46,177.42,136.55,105.43,388.37,35.9,487.44,262.17,216.1,141.11,133.83,28.85,15.03,53.9,43.8,374.06,548.31,435.31,184.83,374.84,252.35,67.09,300.2,185.67,51.21,146.89,98.23,67.67,335.3,66.48,55.11,414.77,581.0,40.86,61.03,101.71,122.5,76.19,57.95,154.32,26.97,144.24,362.4,82.76,108.17,105.18,781.75,255.86,485.24,114.03,78.73,87.91,50.73,53.53,470.7,63.51,345.8,63.28,25.85,104.67,442.79,204.04,136.51,514.17,199.14,233.07,364.95,76.48,32.07,53.61,55.65,100.25,91.38,102.93,60.0
2023-11-02,174.01,132.67,296.13,550.44,157.13,199.51,71.09,107.96,249.35,313.74,138.73,309.39,70.08,84.21,145.38,25.53,239.6,2771.87,598.73,46.72,346.39,,37.5,229.28,215.09,247.88,89.08,297.05,71.85,112.21,539.67,204.52,49.7,134.0,37.16,366.13,112.72,190.68,111.79,83.47,83.72,58.87,435.19,87.02,115.9,211.59,37.24,146.35,27.94,57.34,85.99,74.92,127.65,296.94,37.9,222.57,277.92,178.78,137.27,104.63,401.17,36.96,493.59,274.57,218.2,139.71,134.64,29.7,15.13,53.61,43.44,379.14,571.36,429.98,187.29,376.45,252.92,67.53,315.57,185.67,51.8,149.57,97.47,68.16,342.65,69.77,55.5,421.17,601.21,43.3,59.66,104.31,123.78,77.55,58.76,155.33,26.92,143.15,388.66,82.6,109.4,113.66,789.69,247.52,482.51,114.37,79.07,96.68,52.22,53.42,480.36,63.27,360.07,63.05,26.43,103.88,442.5,212.97,138.71,516.13,200.59,236.79,370.23,77.16,32.21,53.67,56.83,99.64,93.35,104.25,61.0
2023-11-03,172.75,135.15,301.95,560.0,160.97,200.74,74.81,109.05,254.29,327.78,138.99,320.26,70.38,85.73,149.55,26.91,244.2,2745.2,628.53,47.24,350.17,,39.48,234.83,215.25,245.94,83.61,308.11,72.01,115.67,540.47,207.57,50.59,137.48,39.0,370.03,113.97,194.34,115.0,85.01,86.34,59.13,440.91,89.08,121.51,214.5,38.58,151.06,28.5,44.5,85.73,76.98,127.26,305.35,38.8,227.74,281.68,181.23,138.85,104.3,425.04,37.37,487.62,280.22,225.13,143.02,136.66,30.92,15.63,54.47,43.83,381.72,571.46,434.14,188.42,381.1,256.73,69.05,310.84,189.21,57.24,149.8,98.06,70.92,345.01,70.74,58.06,428.76,600.58,44.0,62.07,105.01,122.26,78.57,60.71,159.04,27.27,145.3,403.37,84.55,110.91,113.64,835.85,253.58,490.39,118.07,79.85,96.32,54.97,54.88,482.46,66.25,376.26,63.2,28.1,105.73,452.3,221.15,142.88,518.63,204.85,241.93,379.64,79.47,33.44,54.16,58.17,102.01,94.05,109.01,61.98
2023-11-06,174.87,133.21,304.57,566.0,162.43,203.17,74.42,112.6,256.42,329.67,138.76,321.31,69.66,86.12,149.57,27.3,249.5,2852.4,630.26,48.85,354.03,,40.25,234.83,215.51,250.11,85.1,301.78,71.99,114.47,543.54,206.4,50.31,137.88,40.3,373.72,114.96,195.97,116.33,84.1,85.44,58.75,439.83,89.14,121.03,210.4,37.79,150.08,28.05,50.09,86.31,76.67,128.28,313.21,38.95,228.2,282.23,181.74,139.27,105.72,430.92,37.52,493.76,278.13,223.8,143.56,137.6,30.58,15.66,53.88,43.62,384.11,564.22,433.89,188.09,383.18,257.16,69.12,314.26,189.72,55.56,146.47,98.74,72.91,348.78,72.01,56.33,434.38,608.5,45.26,62.49,105.89,123.32,80.03,60.1,156.01,27.64,143.93,394.15,84.72,110.42,115.61,820.87,255.37,499.62,119.38,79.4,98.48,54.55,54.88,487.95,66.11,377.05,64.02,28.51,106.76,454.3,223.98,143.15,515.77,203.89,240.83,379.27,78.54,33.68,53.71,57.37,101.8,94.53,106.86,63.14
